d2,v2,d1,v1,m,n,var_block,var_inter
1.0628569662494693,0.028574889021218436,1.0628569662494693,0.025506329113924052,2,10,0,0
-0.34206310350176206,0.025370275844231828,-0.34206310350176206,0.025506329113924052,2,10,0,0
0.7405951093947843,0.02673569973436542,0.7405951093947843,0.025506329113924052,2,10,0,0
0.3653167145524579,0.02542233006940317,0.3653167145524579,0.025506329113924052,2,10,0,0
0.8639605046458549,0.027362113144265572,0.8639605046458549,0.025506329113924052,2,10,0,0
1.3574057189861728,0.030830855335241675,1.3574057189861728,0.025506329113924052,2,10,0,0
-0.14416717454590705,0.025065772703216933,-0.14416717454590705,0.025506329113924052,2,10,0,0
-0.22233907305359044,0.02515643880824788,-0.22233907305359044,0.025506329113924052,2,10,0,0
0.11514926118200691,0.025041959975793553,0.11514926118200691,0.025506329113924052,2,10,0,0
-0.7306362422470382,0.026689333286344534,-0.7306362422470382,0.025506329113924052,2,10,0,0
0.5555368635314089,0.02597664938842505,0.5555368635314089,0.025506329113924052,2,10,0,0
1.8051853889624845,0.03531232369785961,1.8051853889624845,0.025506329113924052,2,10,0,0
0.5898380496617942,0.026100977610217815,0.5898380496617942,0.025506329113924052,2,10,0,0
0.8260795211290849,0.027159517010217907,0.8260795211290849,0.025506329113924052,2,10,0,0
1.2366218630937333,0.02983934693759942,1.2366218630937333,0.025506329113924052,2,10,0,0
0.06789596705187914,0.02501458817196807,0.06789596705187914,0.025506329113924052,2,10,0,0
1.0444269399214796,0.028451986179853627,1.0444269399214796,0.025506329113924052,2,10,0,0
0.45700935920125174,0.025660941627840314,0.45700935920125174,0.025506329113924052,2,10,0,0
1.4823954265011057,0.03195410190035252,1.4823954265011057,0.025506329113924052,2,10,0,0
1.8759552138374163,0.03613673406431578,1.8759552138374163,0.025506329113924052,2,10,0,0
0.09426153734101135,0.025028117839942694,0.09426153734101135,0.025506329113924052,2,10,0,0
1.2739921553424598,0.030136253202133312,1.2739921553424598,0.025506329113924052,2,10,0,0
0.7396613761619056,0.026731325795524445,0.7396613761619056,0.025506329113924052,2,10,0,0
1.6100149156362635,0.03320300009041533,1.6100149156362635,0.025506329113924052,2,10,0,0
1.2717799491344395,0.0301184311361405,1.2717799491344395,0.025506329113924052,2,10,0,0
0.10338961116337754,0.025033827252204162,0.10338961116337754,0.025506329113924052,2,10,0,0
0.6727476113926694,0.026432244774159945,0.6727476113926694,0.025506329113924052,2,10,0,0
1.188185224966811,0.029467671293764024,1.188185224966811,0.025506329113924052,2,10,0,0
-0.18151718768625963,0.025104267371599775,-0.18151718768625963,0.025506329113924052,2,10,0,0
