d2,v2,d1,v1,m,n,var_block,var_inter,delta
0.6577736757637237,0.026369196862429497,0.6577736757637237,0.026369196862429497,2,10,0,0,0.6577736757637237
0.43503252291052075,0.025598902835411056,0.43503252291052075,0.025598902835411056,2,10,0,0,0.43503252291052075
0.18447768347785393,0.02510769625221948,0.18447768347785393,0.02510769625221948,2,10,0,0,0.18447768347785393
0.4334699390440558,0.025594608190047018,0.4334699390440558,0.025594608190047018,2,10,0,0,0.4334699390440558
-0.05242928292603645,0.025008698828190314,-0.05242928292603645,0.025008698828190314,2,10,0,0,-0.05242928292603645
0.6805182544116877,0.026465522451226364,0.6805182544116877,0.026465522451226364,2,10,0,0,0.6805182544116877
-0.10028466156585317,0.025031825991599296,-0.10028466156585317,0.025031825991599296,2,10,0,0,-0.10028466156585317
0.194007763425846,0.0251191107983212,0.194007763425846,0.0251191107983212,2,10,0,0,0.194007763425846
0.17313699186916784,0.025094862082131342,0.17313699186916784,0.025094862082131342,2,10,0,0,0.17313699186916784
0.2348366400482037,0.02517451977059851,0.2348366400482037,0.02517451977059851,2,10,0,0,0.2348366400482037
0.4496342260704349,0.0256397814470062,0.4496342260704349,0.0256397814470062,2,10,0,0,0.4496342260704349
0.006172030430812582,0.025000120550505187,0.006172030430812582,0.025000120550505187,2,10,0,0,0.006172030430812582
-0.14247690766132468,0.02506423945954663,-0.14247690766132468,0.02506423945954663,2,10,0,0,-0.14247690766132468
0.7402969383900255,0.026734302395536855,0.7402969383900255,0.026734302395536855,2,10,0,0,0.7402969383900255
0.03597460750226994,0.025004095482230832,0.03597460750226994,0.025004095482230832,2,10,0,0,0.03597460750226994
-0.20867636001352252,0.025137803238064853,-0.20867636001352252,0.025137803238064853,2,10,0,0,-0.20867636001352252
0.18658151975714782,0.025110166656692683,0.18658151975714782,0.025110166656692683,2,10,0,0,0.18658151975714782
0.14424070291544933,0.02506583981132134,0.14424070291544933,0.02506583981132134,2,10,0,0,0.14424070291544933
0.72343992635239,0.02665621938936947,0.72343992635239,0.02665621938936947,2,10,0,0,0.72343992635239
0.6655748649972826,0.026401866775051113,0.6655748649972826,0.026401866775051113,2,10,0,0,0.6655748649972826
0.2629517077510101,0.025218808862687257,0.2629517077510101,0.025218808862687257,2,10,0,0,0.2629517077510101
0.5040967564003278,0.025804156771561178,0.5040967564003278,0.025804156771561178,2,10,0,0,0.5040967564003278
0.5872483102407262,0.026091330942660092,0.5872483102407262,0.026091330942660092,2,10,0,0,0.5872483102407262
0.5363659650109236,0.02591040648234842,0.5363659650109236,0.02591040648234842,2,10,0,0,0.5363659650109236
0.16929131242089313,0.025090694773611356,0.16929131242089313,0.025090694773611356,2,10,0,0,0.16929131242089313
-0.018142089346518273,0.025001041567740055,-0.018142089346518273,0.025001041567740055,2,10,0,0,-0.018142089346518273
0.376911287693168,0.025449563667058615,0.376911287693168,0.025449563667058615,2,10,0,0,0.376911287693168
0.5334254654943145,0.025900451668474135,0.5334254654943145,0.025900451668474135,2,10,0,0,0.5334254654943145
0.37104220084891143,0.02543567188231267,0.37104220084891143,0.02543567188231267,2,10,0,0,0.37104220084891143
-0.3999289029806179,0.02550614913746608,-0.3999289029806179,0.02550614913746608,2,10,0,0,-0.3999289029806179
0.3075927723681449,0.02529940922029469,0.3075927723681449,0.02529940922029469,2,10,0,0,0.3075927723681449
0.47492959760592746,0.02571379152747509,0.47492959760592746,0.02571379152747509,2,10,0,0,0.47492959760592746
0.33562529893946413,0.025356469434456345,0.33562529893946413,0.025356469434456345,2,10,0,0,0.33562529893946413
0.5364616827517984,0.025910731446395226,0.5364616827517984,0.025910731446395226,2,10,0,0,0.5364616827517984
0.38281119305908784,0.025463748131428238,0.38281119305908784,0.025463748131428238,2,10,0,0,0.38281119305908784
0.9753308688577751,0.028010349062490073,0.9753308688577751,0.028010349062490073,2,10,0,0,0.9753308688577751
0.3807421919907863,0.025458748787221357,0.3807421919907863,0.025458748787221357,2,10,0,0,0.3807421919907863
0.735588459026619,0.026712311332446698,0.735588459026619,0.026712311332446698,2,10,0,0,0.735588459026619
0.5146492337343789,0.025838176689187923,0.5146492337343789,0.025838176689187923,2,10,0,0,0.5146492337343789
0.23841547560891496,0.02517987955382856,0.23841547560891496,0.02517987955382856,2,10,0,0,0.23841547560891496
0.735274324143103,0.026710849151088914,0.735274324143103,0.026710849151088914,2,10,0,0,0.735274324143103
0.4583119519257074,0.025664714700246685,0.4583119519257074,0.025664714700246685,2,10,0,0,0.4583119519257074
0.7034395162201446,0.026565908711962124,0.7034395162201446,0.026565908711962124,2,10,0,0,0.7034395162201446
0.4125110193507707,0.02553849791482852,0.4125110193507707,0.02553849791482852,2,10,0,0,0.4125110193507707
