d2,v2,d1,v1,m,n,var_block,var_inter,delta
0.21141756604234552,0.006329113924050633,0.21141756604234552,0.025140552191061316,2,10,0,0,0.21141756604234552
0.7684464029792389,0.006329113924050633,0.7684464029792389,0.026856874905013657,2,10,0,0,0.7684464029792389
0.5125421178150436,0.006329113924050633,0.5125421178150436,0.025826065721396608,2,10,0,0,0.5125421178150436
-0.20682665831668678,0.006329113924050633,-0.20682665831668678,0.02513451431771151,2,10,0,0,-0.20682665831668678
0.5824670490517148,0.006329113924050633,0.5824670490517148,0.026066837336309667,2,10,0,0,0.5824670490517148
0.2928225237915695,0.006329113924050633,0.2928225237915695,0.0252696276594101,2,10,0,0,0.2928225237915695
0.14080414431611377,0.006329113924050633,0.14080414431611377,0.025062342807800935,2,10,0,0,0.14080414431611377
0.2849463817006104,0.006329113924050633,0.2849463817006104,0.025255318201204743,2,10,0,0,0.2849463817006104
-0.26772242182126543,0.006329113924050633,-0.26772242182126543,0.025225384981130777,2,10,0,0,-0.26772242182126543
1.003351109901701,0.006329113924050633,1.003351109901701,0.02816563875198953,2,10,0,0,1.003351109901701
0.026538375330313863,0.006329113924050633,0.026538375330313863,0.025002214645135638,2,10,0,0,0.026538375330313863
0.6244241379455299,0.006329113924050633,0.6244241379455299,0.026226068821817335,2,10,0,0,0.6244241379455299
0.23450076012602467,0.006329113924050633,0.23450076012602467,0.02517291950850125,2,10,0,0,0.23450076012602467
-0.020038497186636972,0.006329113924050633,-0.020038497186636972,0.02500126265812793,2,10,0,0,-0.020038497186636972
-0.05082059534338551,0.006329113924050633,-0.05082059534338551,0.02500812147626654,2,10,0,0,-0.05082059534338551
0.5728733844835688,0.006329113924050633,0.5728733844835688,0.026031983548309497,2,10,0,0,0.5728733844835688
0.39565830088537735,0.006329113924050633,0.39565830088537735,0.025492261698773076,2,10,0,0,0.39565830088537735
0.602390017159678,0.006329113924050633,0.602390017159678,0.02614106665689515,2,10,0,0,0.602390017159678
-0.25567533430809286,0.006329113924050633,-0.25567533430809286,0.025205557415118734,2,10,0,0,-0.25567533430809286
0.9824227661284749,0.006329113924050633,0.9824227661284749,0.028034955438851573,2,10,0,0,0.9824227661284749
0.6966165366092492,0.006329113924050633,0.6966165366092492,0.026525959622960307,2,10,0,0,0.6966165366092492
-0.09762863549562131,0.006329113924050633,-0.09762863549562131,0.025029971599575224,2,10,0,0,-0.09762863549562131
0.6284547809109522,0.006329113924050633,0.6284547809109522,0.02624194839827399,2,10,0,0,0.6284547809109522
0.02945234865193208,0.006329113924050633,0.02945234865193208,0.02500272769211775,2,10,0,0,0.02945234865193208
0.604496291050529,0.006329113924050633,0.604496291050529,0.026149060151524874,2,10,0,0,0.604496291050529
0.5115702732715125,0.006329113924050633,0.5115702732715125,0.025822936041614508,2,10,0,0,0.5115702732715125
0.3483328959032477,0.006329113924050633,0.3483328959032477,0.02538154385514801,2,10,0,0,0.3483328959032477
0.5689610566884964,0.006329113924050633,0.5689610566884964,0.026017936215999245,2,10,0,0,0.5689610566884964
-0.17280246957795503,0.006329113924050633,-0.17280246957795503,0.025093897790383787,2,10,0,0,-0.17280246957795503
-0.07122901649949048,0.006329113924050633,-0.07122901649949048,0.025015953992314197,2,10,0,0,-0.07122901649949048
0.41537902183921466,0.006329113924050633,0.41537902183921466,0.025542556038497522,2,10,0,0,0.41537902183921466
-0.06930044979532063,0.006329113924050633,-0.06930044979532063,0.02501510176088904,2,10,0,0,-0.06930044979532063
0.41684662787364,0.006329113924050633,0.41684662787364,0.025546396700321085,2,10,0,0,0.41684662787364
0.3594369265821696,0.006329113924050633,0.3594369265821696,0.02540625700925255,2,10,0,0,0.3594369265821696
0.38773937852903445,0.006329113924050633,0.38773937852903445,0.02547275409848075,2,10,0,0,0.38773937852903445
-0.02181231263722322,0.006329113924050633,-0.02181231263722322,0.02500149609410082,2,10,0,0,-0.02181231263722322
0.5893077641111716,0.006329113924050633,0.5893077641111716,0.02609204317441412,2,10,0,0,0.5893077641111716
0.6173369418011214,0.006329113924050633,0.6173369418011214,0.02619839507400338,2,10,0,0,0.6173369418011214
0.5495312687898365,0.006329113924050633,0.5495312687898365,0.02594959911501181,2,10,0,0,0.5495312687898365
0.26522864366963717,0.006329113924050633,0.26522864366963717,0.025221205709168908,2,10,0,0,0.26522864366963717
0.361585168024992,0.006329113924050633,0.361585168024992,0.025411127661762917,2,10,0,0,0.361585168024992
0.5068874388996389,0.006329113924050633,0.5068874388996389,0.02580793894181892,2,10,0,0,0.5068874388996389
0.35000470563696995,0.006329113924050633,0.35000470563696995,0.02538521505273553,2,10,0,0,0.35000470563696995
0.3698914668897943,0.006329113924050633,0.3698914668897943,0.025430233385527717,2,10,0,0,0.3698914668897943
0.5708593283895218,0.006329113924050633,0.5708593283895218,0.02602473999621587,2,10,0,0,0.5708593283895218
0.44774068561368785,0.006329113924050633,0.44774068561368785,0.02563038896578972,2,10,0,0,0.44774068561368785
0.23221767512653332,0.006329113924050633,0.23221767512653332,0.025169568831851147,2,10,0,0,0.23221767512653332
0.2348347956825633,0.006329113924050633,0.2348347956825633,0.025173412491153936,2,10,0,0,0.2348347956825633
0.7250176839018866,0.006329113924050633,0.7250176839018866,0.026652923225231568,2,10,0,0,0.7250176839018866
0.6154096616990773,0.006329113924050633,0.6154096616990773,0.02619092415315803,2,10,0,0,0.6154096616990773
0.20369190928518516,0.006329113924050633,0.20369190928518516,0.02513046771037483,2,10,0,0,0.20369190928518516
-0.22918411821990892,0.006329113924050633,-0.22918411821990892,0.02516516747169815,2,10,0,0,-0.22918411821990892
0.5614076780663183,0.006329113924050633,0.5614076780663183,0.025991087910906006,2,10,0,0,0.5614076780663183
0.0410878989487814,0.006329113924050633,0.0410878989487814,0.025005308640924612,2,10,0,0,0.0410878989487814
0.22941415981640056,0.006329113924050633,0.22941415981640056,0.025165499208975116,2,10,0,0,0.22941415981640056
0.7130052598688301,0.006329113924050633,0.7130052598688301,0.02659860420193673,2,10,0,0,0.7130052598688301
0.04037474974288627,0.006329113924050633,0.04037474974288627,0.02500512595949042,2,10,0,0,0.04037474974288627
0.5655016930683743,0.006329113924050633,0.5655016930683743,0.026005595455125825,2,10,0,0,0.5655016930683743
1.1076859078616466,0.006329113924050633,1.1076859078616466,0.028858235600557183,2,10,0,0,1.1076859078616466
